country,date,total_renewable_production
Brazil,2015-01-01,35889.107
Brazil,2015-02-01,31250.862999999998
Brazil,2015-03-01,33476.327
Brazil,2015-04-01,30566.555999999997
Brazil,2015-05-01,30232.869000000002
Brazil,2015-06-01,27811.496
Brazil,2015-07-01,29442.182999999997
Brazil,2015-08-01,30309.79
Brazil,2015-09-01,30460.172
Brazil,2015-10-01,32828.363000000005
Brazil,2015-11-01,31190.618
Brazil,2015-12-01,33143.108
Brazil,2016-01-01,34510.087999999996
Brazil,2016-02-01,34439.335999999996
Brazil,2016-03-01,38467.435000000005
Brazil,2016-04-01,35683.667
Brazil,2016-05-01,33694.02
Brazil,2016-06-01,31885.975000000002
Brazil,2016-07-01,32943.662
Brazil,2016-08-01,32908.791
Brazil,2016-09-01,31487.930999999997
Brazil,2016-10-01,33132.756
Brazil,2016-11-01,32985.173
Brazil,2016-12-01,37156.085999999996
Brazil,2017-01-01,40243.014
Brazil,2017-02-01,37586.914000000004
Brazil,2017-03-01,39376.564
Brazil,2017-04-01,33683.108
Brazil,2017-05-01,33593.339
Brazil,2017-06-01,33035.162
Brazil,2017-07-01,30836.283
Brazil,2017-08-01,30406.294
Brazil,2017-09-01,30956.147
Brazil,2017-10-01,31880.746
Brazil,2017-11-01,31325.385
Brazil,2017-12-01,36059.011
Brazil,2018-01-01,39515.580040999994
Brazil,2018-02-01,36372.124978
Brazil,2018-03-01,41187.724593
Brazil,2018-04-01,37338.521631999996
Brazil,2018-05-01,35553.41463
Brazil,2018-06-01,32049.615021999998
Brazil,2018-07-01,32486.160490000002
Brazil,2018-08-01,32542.608982
Brazil,2018-09-01,31880.227718000002
Brazil,2018-10-01,36164.165263
Brazil,2018-11-01,38669.731099
Brazil,2018-12-01,41723.327609
Brazil,2019-01-01,45889.143263
Brazil,2019-02-01,38581.172074999995
Brazil,2019-03-01,41427.099531
Brazil,2019-04-01,39819.020037
Brazil,2019-05-01,40068.206604
Brazil,2019-06-01,36363.000619
Brazil,2019-07-01,34253.389092
Brazil,2019-08-01,33448.10622
Brazil,2019-09-01,34468.769327
Brazil,2019-10-01,36881.412477
Brazil,2019-11-01,35944.078351000004
Brazil,2019-12-01,38768.687825
Brazil,2020-01-01,40541.900157
Brazil,2020-02-01,40800.146628
Brazil,2020-03-01,42472.712326
Brazil,2020-04-01,35282.461459
Brazil,2020-05-01,35205.215877
Brazil,2020-06-01,35130.882465999995
Brazil,2020-07-01,38634.243894
Brazil,2020-08-01,39028.354508
Brazil,2020-09-01,40590.505133
Brazil,2020-10-01,38678.101535999995
Brazil,2020-11-01,34580.291204
Brazil,2020-12-01,38541.638502
Brazil,2021-01-01,38378.639729
Brazil,2021-02-01,36527.602305
Brazil,2021-03-01,42291.737583
Brazil,2021-04-01,37717.047403
Brazil,2021-05-01,36769.40688
Brazil,2021-06-01,32718.140651
Brazil,2021-07-01,31981.434658
Brazil,2021-08-01,31774.208885
Brazil,2021-09-01,32170.548892
Brazil,2021-10-01,32097.288493
Brazil,2021-11-01,34273.491258
Brazil,2021-12-01,39605.850536
Brazil,2022-01-01,45255.543737
Brazil,2022-02-01,43892.827654
Brazil,2022-03-01,49182.274654
Brazil,2022-04-01,45131.729539
Brazil,2022-05-01,43643.133204
Brazil,2022-06-01,41412.540892000005
Brazil,2022-07-01,43429.450811
Brazil,2022-08-01,43364.103692
Brazil,2022-09-01,42416.441164
Brazil,2022-10-01,43699.814104
Brazil,2022-11-01,42573.634759
Brazil,2022-12-01,46929.164247
Canada,2010-01-01,38520.219
Canada,2010-02-01,33898.721
Canada,2010-03-01,33094.676
Canada,2010-04-01,28996.313000000002
Canada,2010-05-01,27166.489999999998
Canada,2010-06-01,26154.772
Canada,2010-07-01,27149.536
Canada,2010-08-01,25190.252
Canada,2010-09-01,23143.637
Canada,2010-10-01,26252.751
Canada,2010-11-01,30462.262000000002
Canada,2010-12-01,36869.373
Canada,2011-01-01,38527.071
Canada,2011-02-01,34790.25
Canada,2011-03-01,35624.350999999995
Canada,2011-04-01,30934.536
Canada,2011-05-01,30088.092
Canada,2011-06-01,28155.315
Canada,2011-07-01,30139.890000000003
Canada,2011-08-01,29423.156
Canada,2011-09-01,26952.386000000002
Canada,2011-10-01,28836.409
Canada,2011-11-01,31749.053999999996
Canada,2011-12-01,37534.489
Canada,2012-01-01,39461.03999999999
Canada,2012-02-01,34701.787
Canada,2012-03-01,34009.283
Canada,2012-04-01,31000.149999999998
Canada,2012-05-01,30190.380999999998
Canada,2012-06-01,28754.586
Canada,2012-07-01,31095.365
Canada,2012-08-01,30772.262000000002
Canada,2012-09-01,27864.726000000002
Canada,2012-10-01,30890.941
Canada,2012-11-01,33436.594
Canada,2012-12-01,36494.884000000005
Canada,2013-01-01,41285.674
Canada,2013-02-01,36808.244
Canada,2013-03-01,37412.796
Canada,2013-04-01,32573.951
Canada,2013-05-01,31174.452
Canada,2013-06-01,30062.456
Canada,2013-07-01,30879.288
Canada,2013-08-01,30697.134
Canada,2013-09-01,28638.788
Canada,2013-10-01,30955.789999999997
Canada,2013-11-01,35795.697
Canada,2013-12-01,40980.731
Canada,2014-01-01,42520.371999999996
Canada,2014-02-01,37557.661
Canada,2014-03-01,38588.517
Canada,2014-04-01,32903.85
Canada,2014-05-01,30383.843
Canada,2014-06-01,29019.087
Canada,2014-07-01,30169.943
Canada,2014-08-01,30275.998000000003
Canada,2014-09-01,28378.239
Canada,2014-10-01,29118.094
Canada,2014-11-01,34675.391
Canada,2014-12-01,39624.003000000004
Canada,2015-01-01,43811.398
Canada,2015-02-01,39000.186
Canada,2015-03-01,38555.009999999995
Canada,2015-04-01,33768.612
Canada,2015-05-01,30554.827
Canada,2015-06-01,29520.929
Canada,2015-07-01,30401.155000000002
Canada,2015-08-01,30044.943
Canada,2015-09-01,29772.913999999997
Canada,2015-10-01,31688.758
Canada,2015-11-01,33534.202
Canada,2015-12-01,37405.066999999995
Canada,2016-01-01,42211.939000000006
Canada,2016-02-01,38496.79
Canada,2016-03-01,37341.19
Canada,2016-04-01,32993.859
Canada,2016-05-01,32092.531
Canada,2016-06-01,31163.088
Canada,2016-07-01,31737.334
Canada,2016-08-01,31681.265
Canada,2016-09-01,29609.994
Canada,2016-10-01,31465.276
Canada,2016-11-01,35269.561
Canada,2016-12-01,42259.17
Canada,2017-01-01,43088.347
Canada,2017-02-01,38160.843
Canada,2017-03-01,41076.212999999996
Canada,2017-04-01,34095.459
Canada,2017-05-01,32129.321
Canada,2017-06-01,31130.986999999997
Canada,2017-07-01,32601.568
Canada,2017-08-01,32685.484
Canada,2017-09-01,30845.279000000002
Canada,2017-10-01,30528.955
Canada,2017-11-01,36219.517
Canada,2017-12-01,42931.026
Canada,2018-01-01,43522.505697
Canada,2018-02-01,37605.501592
Canada,2018-03-01,38205.603974000005
Canada,2018-04-01,33615.501316
Canada,2018-05-01,32159.724742000002
Canada,2018-06-01,30725.789361
Canada,2018-07-01,32767.972822
Canada,2018-08-01,31810.617849000002
Canada,2018-09-01,28678.86312
Canada,2018-10-01,32130.041297
Canada,2018-11-01,36673.678201
Canada,2018-12-01,40867.200028
Canada,2019-01-01,43677.914541000006
Canada,2019-02-01,39580.932292
Canada,2019-03-01,38157.188114000004
Canada,2019-04-01,32729.448513
Canada,2019-05-01,31001.429659999998
Canada,2019-06-01,28818.051166999998
Canada,2019-07-01,31255.13348
Canada,2019-08-01,30315.674191000002
Canada,2019-09-01,28407.48644
Canada,2019-10-01,29882.119129000002
Canada,2019-11-01,37089.757745
Canada,2019-12-01,41439.864727
Canada,2020-01-01,41564.316905
Canada,2020-02-01,39705.071352
Canada,2020-03-01,38837.304725
Canada,2020-04-01,32349.666748
Canada,2020-05-01,31565.336043
Canada,2020-06-01,30946.621203000002
Canada,2020-07-01,33584.039617
Canada,2020-08-01,32314.997617
Canada,2020-09-01,29385.405372999998
Canada,2020-10-01,32704.542412
Canada,2020-11-01,35592.771561
Canada,2020-12-01,42363.873432
Canada,2021-01-01,43166.135532
Canada,2021-02-01,39743.604325
Canada,2021-03-01,40230.353926
Canada,2021-04-01,33273.974557
Canada,2021-05-01,32145.440867999998
Canada,2021-06-01,31288.626495
Canada,2021-07-01,31773.81623
Canada,2021-08-01,30691.18217
Canada,2021-09-01,28977.883421
Canada,2021-10-01,30842.795401
Canada,2021-11-01,34349.539376
Canada,2021-12-01,40996.163416
Canada,2022-01-01,44238.826294
Canada,2022-02-01,38831.779542
Canada,2022-03-01,39481.693881
Canada,2022-04-01,35030.286295
Canada,2022-05-01,33291.682469
Canada,2022-06-01,32642.296557
Canada,2022-07-01,34325.718368
Canada,2022-08-01,34918.003378
Canada,2022-09-01,30948.884992
Canada,2022-10-01,32835.343285
Canada,2022-11-01,37197.606232
Canada,2022-12-01,42789.862998
France,2010-01-01,6969.24
France,2010-02-01,6816.083
France,2010-03-01,7456.307
France,2010-04-01,6534.277999999999
France,2010-05-01,7262.451
France,2010-06-01,7928.271000000001
France,2010-07-01,5986.157999999999
France,2010-08-01,5089.269
France,2010-09-01,4186.839
France,2010-10-01,5112.083
France,2010-11-01,6454.57
France,2010-12-01,7938.0109999999995
France,2011-01-01,7369.0380000000005
France,2011-02-01,5109.909
France,2011-03-01,5885.543
France,2011-04-01,5159.12
France,2011-05-01,4566.719
France,2011-06-01,5588.763
France,2011-07-01,5371.287
France,2011-08-01,4843.058
France,2011-09-01,4329.746999999999
France,2011-10-01,4560.5560000000005
France,2011-11-01,4932.611
France,2011-12-01,7787.013000000001
France,2012-01-01,8561.423
France,2012-02-01,6660.55
France,2012-03-01,5502.351000000001
France,2012-04-01,7590.035
France,2012-05-01,9482.573
France,2012-06-01,8455.659
France,2012-07-01,6515.370000000001
France,2012-08-01,5123.323
France,2012-09-01,4980.0509999999995
France,2012-10-01,6155.556
France,2012-11-01,6233.237
France,2012-12-01,8817.003
France,2013-01-01,8480.022
France,2013-02-01,8666.969
France,2013-03-01,8472.231
France,2013-04-01,9533.316
France,2013-05-01,10545.095
France,2013-06-01,9306.598
France,2013-07-01,8134.902
France,2013-08-01,5993.795
France,2013-09-01,5556.011
France,2013-10-01,6843.695000000001
France,2013-11-01,8436.243
France,2013-12-01,7969.883000000001
France,2014-01-01,9589.731
France,2014-02-01,10021.554
France,2014-03-01,9029.018
France,2014-04-01,7703.213
France,2014-05-01,8616.197
France,2014-06-01,6957.7
France,2014-07-01,8091.235000000001
France,2014-08-01,7185.57
France,2014-09-01,5243.534
France,2014-10-01,5650.835
France,2014-11-01,6754.1759999999995
France,2014-12-01,8140.667
France,2015-01-01,8903.175
France,2015-02-01,8820.606
France,2015-03-01,9241.195
France,2015-04-01,8165.342000000001
France,2015-05-01,9129.499
France,2015-06-01,8035.41
France,2015-07-01,6595.035
France,2015-08-01,5584.562
France,2015-09-01,5944.966
France,2015-10-01,5813.513
France,2015-11-01,6587.369
France,2015-12-01,6689.723
France,2016-01-01,9027.591
France,2016-02-01,10506.923999999999
France,2016-03-01,9999.639
France,2016-04-01,9222.684
France,2016-05-01,9276.358
France,2016-06-01,9469.643
France,2016-07-01,7633.237999999999
France,2016-08-01,6305.982
France,2016-09-01,5362.0470000000005
France,2016-10-01,5218.962
France,2016-11-01,7020.7970000000005
France,2016-12-01,6460.255
France,2017-01-01,7826.339
France,2017-02-01,7780.63
France,2017-03-01,9919.65
France,2017-04-01,6874.539
France,2017-05-01,8526.056999999999
France,2017-06-01,7952.282
France,2017-07-01,6975.789
France,2017-08-01,6009.454
France,2017-09-01,5762.404
France,2017-10-01,5688.438
France,2017-11-01,6835.7390000000005
France,2017-12-01,9139.324999999999
France,2018-01-01,12024.841314
France,2018-02-01,10801.476574
France,2018-03-01,11369.631894
France,2018-04-01,10456.020854
France,2018-05-01,10708.55586
France,2018-06-01,10465.616001
France,2018-07-01,7983.560418
France,2018-08-01,6792.267456
France,2018-09-01,5918.620361
France,2018-10-01,6351.527414
France,2018-11-01,7351.2561000000005
France,2018-12-01,9463.802753
France,2019-01-01,8591.898368
France,2019-02-01,8663.306261
France,2019-03-01,10988.876582
France,2019-04-01,8114.540178
France,2019-05-01,9316.735772
France,2019-06-01,9247.720129
France,2019-07-01,7775.526753
France,2019-08-01,7031.614203
France,2019-09-01,6716.742166
France,2019-10-01,8248.462707
France,2019-11-01,10501.255371
France,2019-12-01,13223.206506
France,2020-01-01,11140.386603
France,2020-02-01,13101.399286
France,2020-03-01,13079.390603
France,2020-04-01,8830.663537
France,2020-05-01,11097.388586
France,2020-06-01,10082.800473
France,2020-07-01,8547.709547
France,2020-08-01,7366.48651
France,2020-09-01,6860.110022
France,2020-10-01,10376.81625
France,2020-11-01,8448.404255
France,2020-12-01,10572.11783
France,2021-01-01,11880.126548
France,2021-02-01,11942.722725
France,2021-03-01,11067.233041
France,2021-04-01,8658.888015
France,2021-05-01,11963.25201
France,2021-06-01,9360.958271
France,2021-07-01,9758.758047
France,2021-08-01,8464.627398
France,2021-09-01,6622.986346
France,2021-10-01,7844.579765
France,2021-11-01,7508.904674
France,2021-12-01,10317.979204
France,2022-01-01,9997.154544
France,2022-02-01,10825.133547
France,2022-03-01,9607.967262
France,2022-04-01,10652.985282
France,2022-05-01,9581.216379
France,2022-06-01,8331.910294
France,2022-07-01,8185.298973
France,2022-08-01,7271.620643
France,2022-09-01,6747.687468
France,2022-10-01,7923.736837
France,2022-11-01,9422.002268
France,2022-12-01,10170.518697
Germany,2010-01-01,5410.967000000001
Germany,2010-02-01,6010.932
Germany,2010-03-01,8132.665999999999
Germany,2010-04-01,6459.696
Germany,2010-05-01,6094.396000000001
Germany,2010-06-01,5996.377
Germany,2010-07-01,5789.432
Germany,2010-08-01,6942.278
Germany,2010-09-01,6412.294
Germany,2010-10-01,6942.97
Germany,2010-11-01,6362.371
Germany,2010-12-01,5956.622
Germany,2011-01-01,6588.1720000000005
Germany,2011-02-01,7413.740999999999
Germany,2011-03-01,6911.549999999999
Germany,2011-04-01,7901.794
Germany,2011-05-01,7748.650000000001
Germany,2011-06-01,7086.853
Germany,2011-07-01,8419.936
Germany,2011-08-01,7658.848
Germany,2011-09-01,7054.7429999999995
Germany,2011-10-01,7898.991
Germany,2011-11-01,5630.741999999999
Germany,2011-12-01,11221.978000000001
Germany,2012-01-01,10767.795
Germany,2012-02-01,7978.199999999999
Germany,2012-03-01,8918.366
Germany,2012-04-01,8466.817000000001
Germany,2012-05-01,9652.552
Germany,2012-06-01,9338.24
Germany,2012-07-01,8796.649
Germany,2012-08-01,8102.081999999999
Germany,2012-09-01,8236.851
Germany,2012-10-01,8036.635
Germany,2012-11-01,7283.900000000001
Germany,2012-12-01,8769.914
Germany,2013-01-01,8529.024
Germany,2013-02-01,6372.723
Germany,2013-03-01,9934.654
Germany,2013-04-01,9430.208
Germany,2013-05-01,9393.616
Germany,2013-06-01,10736.569
Germany,2013-07-01,9417.762
Germany,2013-08-01,8789.224
Germany,2013-09-01,8568.032
Germany,2013-10-01,10169.805
Germany,2013-11-01,7832.995
Germany,2013-12-01,11923.389000000001
Germany,2014-01-01,9892.736
Germany,2014-02-01,10483.08
Germany,2014-03-01,10581.506
Germany,2014-04-01,9727.242
Germany,2014-05-01,10875.198
Germany,2014-06-01,9892.829
Germany,2014-07-01,9762.619
Germany,2014-08-01,10492.306999999999
Germany,2014-09-01,8170.11
Germany,2014-10-01,8557.737
Germany,2014-11-01,7746.138
Germany,2014-12-01,12346.499
Germany,2015-01-01,12676.678
Germany,2015-02-01,8765.929
Germany,2015-03-01,12754.863
Germany,2015-04-01,12752.666000000001
Germany,2015-05-01,13027.612
Germany,2015-06-01,11734.883
Germany,2015-07-01,13426.747
Germany,2015-08-01,10845.315
Germany,2015-09-01,10787.474
Germany,2015-10-01,7855.401
Germany,2015-11-01,13475.127
Germany,2015-12-01,14261.307999999999
Germany,2016-01-01,12551.117
Germany,2016-02-01,14058.136999999999
Germany,2016-03-01,11081.687
Germany,2016-04-01,12704.65
Germany,2016-05-01,14141.042
Germany,2016-06-01,12482.06
Germany,2016-07-01,12365.849
Germany,2016-08-01,12015.028
Germany,2016-09-01,10076.001
Germany,2016-10-01,8779.506000000001
Germany,2016-11-01,10703.444000000001
Germany,2016-12-01,11384.477
Germany,2017-01-01,10317.443
Germany,2017-02-01,13302.489000000001
Germany,2017-03-01,15228.701000000001
Germany,2017-04-01,14399.83
Germany,2017-05-01,13225.914
Germany,2017-06-01,15226.244999999999
Germany,2017-07-01,13199.905
Germany,2017-08-01,13038.741
Germany,2017-09-01,12100.812
Germany,2017-10-01,17231.459
Germany,2017-11-01,13704.32
Germany,2017-12-01,18184.146
Germany,2018-01-01,17759.742319999998
Germany,2018-02-01,12034.125496
Germany,2018-03-01,15748.626367
Germany,2018-04-01,16711.754753
Germany,2018-05-01,16177.530015
Germany,2018-06-01,13709.185086000001
Germany,2018-07-01,13022.847625
Germany,2018-08-01,13422.063127
Germany,2018-09-01,14155.80964
Germany,2018-10-01,15277.152243999999
Germany,2018-11-01,12526.840818
Germany,2018-12-01,16957.322513000003
Germany,2019-01-01,16892.217059
Germany,2019-02-01,14714.713186
Germany,2019-03-01,22213.753933
Germany,2019-04-01,16670.389981999997
Germany,2019-05-01,15832.317373
Germany,2019-06-01,15733.935469
Germany,2019-07-01,14626.443695
Germany,2019-08-01,13516.131876
Germany,2019-09-01,15063.454531
Germany,2019-10-01,16275.389711000002
Germany,2019-11-01,12969.123186
Germany,2019-12-01,18201.13
Germany,2020-01-01,18953.725933
Germany,2020-02-01,24310.597618
Germany,2020-03-01,20733.561838999998
Germany,2020-04-01,17297.362866
Germany,2020-05-01,16143.276091
Germany,2020-06-01,14493.266205
Germany,2020-07-01,15797.483555
Germany,2020-08-01,14355.957713
Germany,2020-09-01,13101.867709
Germany,2020-10-01,18177.186181
Germany,2020-11-01,14678.471824
Germany,2020-12-01,14175.242466999998
Germany,2021-01-01,13979.452059
Germany,2021-02-01,15317.419556
Germany,2021-03-01,17832.519255
Germany,2021-04-01,16870.431338
Germany,2021-05-01,18546.270569
Germany,2021-06-01,14230.131243
Germany,2021-07-01,14793.57432
Germany,2021-08-01,16021.401946
Germany,2021-09-01,12814.871017
Germany,2021-10-01,18114.270896
Germany,2021-11-01,13135.985712
Germany,2021-12-01,14949.411109
Germany,2022-01-01,18977.324149
Germany,2022-02-01,24806.772586000003
Germany,2022-03-01,15598.397494
Germany,2022-04-01,19147.927757999998
Germany,2022-05-01,17603.948707
Germany,2022-06-01,15651.006168
Germany,2022-07-01,17206.679587
Germany,2022-08-01,13717.256347999999
Germany,2022-09-01,14720.511569
Germany,2022-10-01,16746.258702
Germany,2022-11-01,16361.545556
Germany,2022-12-01,14521.592635
IEA Total,2010-01-01,153324.105
IEA Total,2010-02-01,139919.815
IEA Total,2010-03-01,153084.625
IEA Total,2010-04-01,135786.815
IEA Total,2010-05-01,147097.486
IEA Total,2010-06-01,147741.007
IEA Total,2010-07-01,142148.533
IEA Total,2010-08-01,134676.617
IEA Total,2010-09-01,123500.211
IEA Total,2010-10-01,131326.768
IEA Total,2010-11-01,142004.881
IEA Total,2010-12-01,157572.121
IEA Total,2011-01-01,157441.657
IEA Total,2011-02-01,145920.2
IEA Total,2011-03-01,157354.556
IEA Total,2011-04-01,152480.694
IEA Total,2011-05-01,157874.838
IEA Total,2011-06-01,157789.785
IEA Total,2011-07-01,156860.335
IEA Total,2011-08-01,148702.32
IEA Total,2011-09-01,139241.728
IEA Total,2011-10-01,142573.513
IEA Total,2011-11-01,144298.019
IEA Total,2011-12-01,164768.953
IEA Total,2012-01-01,170296.913
IEA Total,2012-02-01,153674.461
IEA Total,2012-03-01,163892.655
IEA Total,2012-04-01,164635.339
IEA Total,2012-05-01,173278.07200000001
IEA Total,2012-06-01,164616.209
IEA Total,2012-07-01,161792.487
IEA Total,2012-08-01,153068.722
IEA Total,2012-09-01,139039.053
IEA Total,2012-10-01,145005.767
IEA Total,2012-11-01,150541.57799999998
IEA Total,2012-12-01,172353.493
IEA Total,2013-01-01,179688.93899999998
IEA Total,2013-02-01,163540.049
IEA Total,2013-03-01,178283.092
IEA Total,2013-04-01,177675.35700000002
IEA Total,2013-05-01,182162.765
IEA Total,2013-06-01,171963.99300000002
IEA Total,2013-07-01,167961.002
IEA Total,2013-08-01,156784.438
IEA Total,2013-09-01,146328.252
IEA Total,2013-10-01,156962.621
IEA Total,2013-11-01,165916.737
IEA Total,2013-12-01,180144.16700000002
IEA Total,2014-01-01,191450.302
IEA Total,2014-02-01,175362.322
IEA Total,2014-03-01,190647.854
IEA Total,2014-04-01,181906.55
IEA Total,2014-05-01,181267.419
IEA Total,2014-06-01,172318.896
IEA Total,2014-07-01,171838.805
IEA Total,2014-08-01,164921.388
IEA Total,2014-09-01,142366.543
IEA Total,2014-10-01,152366.332
IEA Total,2014-11-01,165441.529
IEA Total,2014-12-01,183842.151
IEA Total,2015-01-01,195032.175235
IEA Total,2015-02-01,178663.544679
IEA Total,2015-03-01,194351.467131
IEA Total,2015-04-01,189461.44561
IEA Total,2015-05-01,195053.104013
IEA Total,2015-06-01,178504.187659
IEA Total,2015-07-01,182398.579041
IEA Total,2015-08-01,169010.313766
IEA Total,2015-09-01,160277.687764
IEA Total,2015-10-01,160719.252695
IEA Total,2015-11-01,175236.431355
IEA Total,2015-12-01,187187.790107
IEA Total,2016-01-01,203443.772361
IEA Total,2016-02-01,204707.99128000002
IEA Total,2016-03-01,205879.72986
IEA Total,2016-04-01,202269.90595
IEA Total,2016-05-01,203117.73338700001
IEA Total,2016-06-01,190078.63586
IEA Total,2016-07-01,189498.482
IEA Total,2016-08-01,180151.763
IEA Total,2016-09-01,165100.639
IEA Total,2016-10-01,168021.434
IEA Total,2016-11-01,175598.212
IEA Total,2016-12-01,195275.395
IEA Total,2017-01-01,202789.406856
IEA Total,2017-02-01,192732.097621
IEA Total,2017-03-01,221096.560926
IEA Total,2017-04-01,208605.546701
IEA Total,2017-05-01,212961.70644399998
IEA Total,2017-06-01,205491.31309
IEA Total,2017-07-01,194972.097192
IEA Total,2017-08-01,188257.565603
IEA Total,2017-09-01,181309.532708
IEA Total,2017-10-01,191434.523349
IEA Total,2017-11-01,190123.873277
IEA Total,2017-12-01,215527.776754
IEA Total,2018-01-01,228635.44148500002
IEA Total,2018-02-01,204305.519333
IEA Total,2018-03-01,234422.640452
IEA Total,2018-04-01,226753.262318
IEA Total,2018-05-01,228370.92307
IEA Total,2018-06-01,214455.79754899998
IEA Total,2018-07-01,196135.326297
IEA Total,2018-08-01,196845.406045
IEA Total,2018-09-01,184379.11682199998
IEA Total,2018-10-01,191441.449563
IEA Total,2018-11-01,198205.237249
IEA Total,2018-12-01,216011.53286
IEA Total,2019-01-01,226499.831329
IEA Total,2019-02-01,207602.379246
IEA Total,2019-03-01,237594.405201
IEA Total,2019-04-01,224893.667628
IEA Total,2019-05-01,233576.848486
IEA Total,2019-06-01,221979.231367
IEA Total,2019-07-01,214821.05737
IEA Total,2019-08-01,204800.73343
IEA Total,2019-09-01,196622.64678900002
IEA Total,2019-10-01,200627.562917
IEA Total,2019-11-01,213071.804397
IEA Total,2019-12-01,235032.901209
IEA Total,2020-01-01,238561.619609
IEA Total,2020-02-01,251343.18285
IEA Total,2020-03-01,253754.62189
IEA Total,2020-04-01,231417.23345200001
IEA Total,2020-05-01,245748.587054
IEA Total,2020-06-01,233735.317048
IEA Total,2020-07-01,231313.798932
IEA Total,2020-08-01,223989.585717
IEA Total,2020-09-01,205953.42525099998
IEA Total,2020-10-01,228115.01735799998
IEA Total,2020-11-01,224102.69009
IEA Total,2020-12-01,242597.908763
IEA Total,2021-01-01,249746.837791
IEA Total,2021-02-01,239999.959363
IEA Total,2021-03-01,263924.40386
IEA Total,2021-04-01,245048.728851
IEA Total,2021-05-01,259839.82573
IEA Total,2021-06-01,234138.169877
IEA Total,2021-07-01,234977.299283
IEA Total,2021-08-01,238101.818313
IEA Total,2021-09-01,215030.760195
IEA Total,2021-10-01,232832.827275
IEA Total,2021-11-01,229770.137002
IEA Total,2021-12-01,260475.13775
IEA Total,2022-01-01,267751.962333
IEA Total,2022-02-01,263636.506692
IEA Total,2022-03-01,271107.383645
IEA Total,2022-04-01,272823.384617
IEA Total,2022-05-01,275101.465752
IEA Total,2022-06-01,261551.923519
IEA Total,2022-07-01,259467.367872
IEA Total,2022-08-01,240379.219252
IEA Total,2022-09-01,225536.978385
IEA Total,2022-10-01,236645.801909
IEA Total,2022-11-01,249362.157227
IEA Total,2022-12-01,252974.048556
India,2015-01-01,7306.691319
India,2015-02-01,7094.811574
India,2015-03-01,8985.087826
India,2015-04-01,13011.633340999999
India,2015-05-01,17717.150801
India,2015-06-01,18737.166109
India,2015-07-01,24470.873616
India,2015-08-01,25871.473181
India,2015-09-01,18063.243725
India,2015-10-01,13364.822978
India,2015-11-01,10187.513852
India,2015-12-01,9677.972466
India,2016-01-01,8771.711257
India,2016-02-01,9545.723567000001
India,2016-03-01,10479.110808
India,2016-04-01,12419.448213
India,2016-05-01,17563.428837
India,2016-06-01,20809.582791
India,2016-07-01,25295.404067
India,2016-08-01,28103.228148000002
India,2016-09-01,22918.920778
India,2016-10-01,17245.031008
India,2016-11-01,11539.549065
India,2016-12-01,10291.961967000001
India,2017-01-01,11044.109746
India,2017-02-01,11871.379521
India,2017-03-01,13459.197379
India,2017-04-01,16725.840659
India,2017-05-01,20703.441596
India,2017-06-01,24191.619662
India,2017-07-01,28943.743963
India,2017-08-01,26832.694369
India,2017-09-01,21835.11249
India,2017-10-01,17722.762804
India,2017-11-01,12915.152634999999
India,2017-12-01,13147.179888
India,2018-01-01,11992.836388
India,2018-02-01,11391.449509
India,2018-03-01,14095.433813
India,2018-04-01,14987.252147
India,2018-05-01,19655.775103
India,2018-06-01,26505.459532
India,2018-07-01,32282.941904
India,2018-08-01,36021.176225
India,2018-09-01,28856.840084
India,2018-10-01,20311.036217
India,2018-11-01,14673.143623
India,2018-12-01,14694.728664999999
India,2019-01-01,14728.366227999999
India,2019-02-01,14790.610341
India,2019-03-01,17192.319217
India,2019-04-01,20277.117693
India,2019-05-01,23386.078566999997
India,2019-06-01,28991.690908
India,2019-07-01,32964.830758
India,2019-08-01,36333.416833
India,2019-09-01,32622.964755
India,2019-10-01,22594.654498
India,2019-11-01,18297.504520000002
India,2019-12-01,18412.480266
India,2020-01-01,17972.299762
India,2020-02-01,18634.097652
India,2020-03-01,19495.488367
India,2020-04-01,20426.674657
India,2020-05-01,28055.168493999998
India,2020-06-01,32175.827295
India,2020-07-01,32225.85124
India,2020-08-01,36196.451083
India,2020-09-01,30031.736804
India,2020-10-01,22805.668722
India,2020-11-01,17982.587838
India,2020-12-01,18292.096372
India,2021-01-01,17790.831824
India,2021-02-01,16798.791852000002
India,2021-03-01,19958.731504
India,2021-04-01,19428.240534
India,2021-05-01,26838.858829
India,2021-06-01,34436.971902
India,2021-07-01,38868.039551
India,2021-08-01,38625.515584
India,2021-09-01,33348.154872
India,2021-10-01,27045.071141
India,2021-11-01,19314.634199
India,2021-12-01,18196.253055
India,2022-01-01,18092.986732999998
India,2022-02-01,18395.358258
India,2022-03-01,23607.995068
India,2022-04-01,24718.592053
India,2022-05-01,33107.804223
India,2022-06-01,33161.208603
India,2022-07-01,38538.99751
India,2022-08-01,41462.390315
India,2022-09-01,38628.300556
India,2022-10-01,29558.820613
India,2022-11-01,21269.102572
India,2022-12-01,21607.921321
Italy,2010-01-01,5198.777
Italy,2010-02-01,4750.429
Italy,2010-03-01,5230.91
Italy,2010-04-01,5287.865
Italy,2010-05-01,7550.4890000000005
Italy,2010-06-01,7450.896000000001
Italy,2010-07-01,6464.198
Italy,2010-08-01,5462.627
Italy,2010-09-01,5108.527
Italy,2010-10-01,5033.7300000000005
Italy,2010-11-01,6248.465
Italy,2010-12-01,5976.33
